code,nn_1,dist_1,nn_2,dist_2,nn_3,dist_3
fur,lmo,0.005310773849487305,vec,0.006204843521118164,lij,0.007747530937194824
lij,vec,0.004628896713256836,lmo,0.005744636058807373,ita,0.0060367584228515625
lmo,vec,0.003204643726348877,fur,0.005310773849487305,lij,0.005744636058807373
sc,vec,0.0060274600982666016,lmo,0.006471574306488037,ita,0.006532430648803711
scn,lmo,0.0063394904136657715,sc,0.006914317607879639,ita,0.006958425045013428
vec,lmo,0.003204643726348877,lij,0.004628896713256836,ita,0.00506061315536499
ita,spa,0.003496706485748291,fra,0.0035097599029541016,eng,0.0035554170608520508
spa,ita,0.003496706485748291,eng,0.003807663917541504,fra,0.003919124603271484
fra,ita,0.0035097599029541016,eng,0.003761768341064453,spa,0.003919124603271484
cat,spa,0.004349470138549805,fra,0.004838526248931885,ita,0.0051727294921875
deu,eng,0.0034499168395996094,fra,0.004502415657043457,ita,0.004708528518676758
slv,eng,0.004005551338195801,ita,0.004142940044403076,spa,0.004922986030578613
eng,deu,0.0034499168395996094,ita,0.0035554170608520508,fra,0.003761768341064453
